table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,full_data_type,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,maximum_cardinality,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_system_time_period_start,is_system_time_period_end,system_time_period_timestamp_generation,is_updatable,partition_index,comment
booking_app_catalog,booking,bookings,booking_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier of the booking
booking_app_catalog,booking,bookings,user_id,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The identifier of the user making the booking
booking_app_catalog,booking,bookings,property_id,2,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Foreign Key to 'properties'
booking_app_catalog,booking,bookings,check_in,3,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Check-in date
booking_app_catalog,booking,bookings,check_out,4,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Check-out date
booking_app_catalog,booking,bookings,guests_count,5,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number of guests for booking
booking_app_catalog,booking,bookings,total_amount,6,null,YES,float,FLOAT,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Total amount paid
booking_app_catalog,booking,bookings,status,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Status of the booking (e.g., pending, confirmed)"
booking_app_catalog,booking,bookings,created_at,8,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the booking was created
booking_app_catalog,booking,bookings,updated_at,9,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the booking was last updated
booking_app_catalog,booking,clickstream,event,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The type of event that occurred: 
        - 'view' (user views a property)
        - 'click' (user clicks on property or related element)
        - 'search' (user conducts a search)
        - 'filter' (user applies a filter to refine search results)"
booking_app_catalog,booking,clickstream,metadata,1,null,YES,"struct<device:string,referrer:string>",STRUCT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"A nested dictionary containing additional details about the event:
        - 'device': The type of device used, e.g. 'desktop', 'mobile', 'tablet'
        - 'referrer': The source of the traffic, e.g 'google', 'direct', 'email', 'ad'
        "
booking_app_catalog,booking,clickstream,property_id,2,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The property that the user is interacting with
booking_app_catalog,booking,clickstream,timestamp,3,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The timestamp of the interaction
booking_app_catalog,booking,clickstream,user_id,4,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The user that created/updated the booking
booking_app_catalog,booking,countries,country,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The name of the country (Primary Key
booking_app_catalog,booking,countries,country_code,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The ISO country code (2-letter)
booking_app_catalog,booking,countries,continent,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The continent the country is located in
booking_app_catalog,booking,customer_support_logs,created_at,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date the ticket was created
booking_app_catalog,booking,customer_support_logs,messages,1,null,YES,"array<struct<message:string,sender:string,sentiment:string,timestamp:string>>",ARRAY,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,List of messages in the ticket.
booking_app_catalog,booking,customer_support_logs,support_agent_id,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,identifier for the support agent
booking_app_catalog,booking,customer_support_logs,ticket_id,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The ticket assigned to the interaction
booking_app_catalog,booking,customer_support_logs,user_id,4,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The user that contacted customer support
booking_app_catalog,booking,destinations,destination_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Primary Key
booking_app_catalog,booking,destinations,destination,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the destination
booking_app_catalog,booking,destinations,country,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the country
booking_app_catalog,booking,destinations,state_or_province,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The name of the state, province or region the destination is located in"
booking_app_catalog,booking,destinations,state_or_province_code,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The code of the state, province or region the destination is located in"
booking_app_catalog,booking,destinations,description,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Detailed description of the destination. This column has text data (Markdown format) containing summary information of the destination about tourist destinations, destination demographics, historical and geographical information, and popular cuisine you can find in the destination. Additionally, tourists might find transportation and travel guidelines helpful."
booking_app_catalog,booking,employees,employee_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier of the employee
booking_app_catalog,booking,employees,host_id,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The identifier of the host employer of this employee
booking_app_catalog,booking,employees,name,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Employee's full name
booking_app_catalog,booking,employees,role,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Employee's role (e.g., cleaner, chef)"
booking_app_catalog,booking,employees,email,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Employee's email address
booking_app_catalog,booking,employees,phone,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Employee's phone number
booking_app_catalog,booking,employees,country,6,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Employee's country of employment
booking_app_catalog,booking,employees,joined_at,7,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the employee joined
booking_app_catalog,booking,employees,end_service_date,8,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the employee left if the employee has left
booking_app_catalog,booking,employees,is_currently_employed,9,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Boolean indicating if the employee is currently active
booking_app_catalog,booking,hosts,host_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier of the host
booking_app_catalog,booking,hosts,name,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Host's full name
booking_app_catalog,booking,hosts,email,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Hosts's email address
booking_app_catalog,booking,hosts,phone,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Host's phone number
booking_app_catalog,booking,hosts,is_verified,4,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Verification status of the host
booking_app_catalog,booking,hosts,is_active,5,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Active status of the host
booking_app_catalog,booking,hosts,rating,6,null,YES,float,FLOAT,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Host rating (1.0-5.0)
booking_app_catalog,booking,hosts,country,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Host's country of residence
booking_app_catalog,booking,hosts,joined_at,8,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the host joined
booking_app_catalog,booking,page_views,device_type,0,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Type of device used (e.g., desktop', 'mobile', 'tablet')"
booking_app_catalog,booking,page_views,page_url,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,URL of the viewed page
booking_app_catalog,booking,page_views,property_id,2,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The property that was viewed
booking_app_catalog,booking,page_views,referrer,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Referrer source (e.g., 'google', 'direct', 'email', 'ad')"
booking_app_catalog,booking,page_views,timestamp,4,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The payment method used
booking_app_catalog,booking,page_views,user_id,5,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The user that viewed the property
booking_app_catalog,booking,page_views,view_id,6,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Uniquely identifies this view
booking_app_catalog,booking,payments,payment_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Uniquely identifies this payment
booking_app_catalog,booking,payments,booking_id,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The booking that was paid for
booking_app_catalog,booking,payments,amount,2,null,YES,"decimal(15,4)",DECIMAL,null,null,15,10,4,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The amount paid
booking_app_catalog,booking,payments,payment_method,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The method used for payment (e.g., 'credit_card', 'paypal', 'apple_pay', 'google_pay', 'bank_transfer')"
booking_app_catalog,booking,payments,status,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The status of the payment (e.g., 'pending', 'completed', 'failed', 'refunded')"
booking_app_catalog,booking,payments,payment_date,5,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date the payment was made
booking_app_catalog,booking,properties,property_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier of this property
booking_app_catalog,booking,properties,host_id,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The identifier of the host of this property
booking_app_catalog,booking,properties,destination_id,2,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Foreign Key to 'destinations'
booking_app_catalog,booking,properties,title,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Title of the property listing
booking_app_catalog,booking,properties,description,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Description of the property
booking_app_catalog,booking,properties,base_price,5,null,YES,float,FLOAT,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Base price for booking
booking_app_catalog,booking,properties,property_type,6,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Type of property (e.g., house, apartment)"
booking_app_catalog,booking,properties,max_guests,7,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Maximum number of guests allowed
booking_app_catalog,booking,properties,bedrooms,8,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number of bedrooms
booking_app_catalog,booking,properties,bathrooms,9,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Number of bathrooms
booking_app_catalog,booking,properties,property_latitude,10,null,YES,float,FLOAT,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Latitude of the property location
booking_app_catalog,booking,properties,property_longitude,11,null,YES,float,FLOAT,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Longitude of the property location
booking_app_catalog,booking,properties,created_at,12,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the property was listed
booking_app_catalog,booking,property_amenities,property_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Foreign Key to 'properties'
booking_app_catalog,booking,property_amenities,amenity_id,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Foreign Key to 'amenities'
booking_app_catalog,booking,property_images,image_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier of the property image
booking_app_catalog,booking,property_images,property_id,1,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The identifier of the property for this image
booking_app_catalog,booking,property_images,url,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,URL of the image
booking_app_catalog,booking,property_images,sequence,3,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,the order in which to show the images
booking_app_catalog,booking,property_images,is_primary,4,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Boolean indicating if the image is primary
booking_app_catalog,booking,property_images,uploaded_at,5,null,YES,date,DATE,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Date the image was uploaded
booking_app_catalog,booking,reviews,booking_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The booking that was reviewed
booking_app_catalog,booking,reviews,comment,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,User's review comment
booking_app_catalog,booking,reviews,created_at,2,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date the review was created
booking_app_catalog,booking,reviews,is_deleted,3,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Whether the review was deleted
booking_app_catalog,booking,reviews,property_id,4,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The property that was reviewed
booking_app_catalog,booking,reviews,rating,5,null,YES,double,DOUBLE,null,null,null,2,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The rating given by the user (1.0-5.0)
booking_app_catalog,booking,reviews,review_id,6,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Uniquely identifies this review
booking_app_catalog,booking,reviews,updated_at,7,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The date the review was last updated
booking_app_catalog,booking,reviews,user_id,8,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The user that wrote the review
booking_app_catalog,booking,users,user_id,0,null,YES,bigint,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Unique identifier of the user
booking_app_catalog,booking,users,email,1,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,User's email address.
booking_app_catalog,booking,users,name,2,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the user.
booking_app_catalog,booking,users,country,3,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Country of residence.
booking_app_catalog,booking,users,user_type,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Type of user (e.g., individual or business)."
booking_app_catalog,booking,users,created_at,5,null,YES,timestamp,TIMESTAMP,null,null,null,null,null,3,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Account creation date.
booking_app_catalog,booking,users,is_business,6,null,YES,boolean,BOOLEAN,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Boolean indicating if the user is a business.
booking_app_catalog,booking,users,company_name,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the company (if user is a business).
